,title,artist,genre,lyric,Unnamed: 0
20,  Txt Me          , 벼리  span    span CandyKush  span    span Frigus  ,R amp B Soul,"Still 여전히 울린 핸드폰 그대로 꽂혀있는 이어폰 Why does he text when he says no more Don't wanna see him on the spot yeah 네 번호를 Block 걸어놓을까 생각에 생각이 꼬리를 무는 덫 It's a never bad choice bad choice 네 생각에 맡겨 맡겨 내 머릿속이 하얘진 이유가 I feel the smoke that you puff now Oh you know what I mean oh boy Doesn't mean I'm mad When you kiss me through the phone the phone 네가 원하는 걸 알지 난 모르는척했지 Oh I just feel a little tipsy boy 좋아하는가 봐 혹시 Kiss me through the phone the phone 내가 원했던걸 알지 You just better txt me Thinkin' I'm used to that Maybe I'm not the best Why you just put me on test I may be never who last I think I never be wantin' to get you lose lose It doesn't no matter I'll choose choose But i don't wanna get it pushed 생각이 많아 생각이 난 어지러워 넌 나에 대한 마음은 도대체 어디로 Oh let me take that body up ayy body up But she just wanna txt she don't wanna let go It's a never bad choice bad choice 네 생각에 맡겨 맡겨 내 머릿속이 하얘진 이유가 I feel the smoke that you puff now Oh you know what I mean oh boy Doesn't mean I'm mad When you kiss me through the phone the phone 네가 원하는 걸 알지 난 모르는척했지 Oh I just feel a little tipsy boy 좋아하는가 봐 혹시 Kiss me through the phone the phone 내가 원했던걸 알지 You just better txt me 
",
21,  Over Now           , The Zade  ,R amp B Soul,"How many times you’d disappeared in my day dream Why you actin’ like that Can you show me the love If it’s just a bad dream Why don’t love me like that I mean for you If you wanna run away from me I’ll forget you I’m just tired of this broken cities Only you can paint this brightly Are we over now So am i over now She ain’t never gonna hold me tightly Are you waiting all this moment from me Are we over now So am I over now Can we just overtime Wait Sorry I don’t have a time cause i’ll escape from here Girl I don’t wanna wasting your time I swear to god and it’s not a catching feelings Every time I knew your mind what you feeling But I don’t care whatever you felt Why don’t you love me harder I’m just tired of this broken cities Only you can paint this brightly Are we over now So am i over now She ain’t never gonna hold me tightly Are you waiting all this moment from me Are we over now So am I over now Can we just overtime Can we just a little bit Can we just a Can we just a little bit Can we Can we Can we just a Can we just a little bit Why you actin’ like that Can we just a Can we just a little bit Can we just a Sorry I can’t find my way Sorry I can’t find my way Sorry I can’t find my way Ooh Only you 
",
22,  맨날이래  Feat  A ngela           , BaeBae  ,R amp B Soul,"네 손길이 너무나 필요해 섬세했던 touch 느끼고 싶은데 oh listen girl 아무것도 아닌걸 아무 사이 아닌걸 난 근데 want stay love 나 혼자서 want stay love sorry 이기적이게 행동해 난 아직도 이 버릇 고치지 못했어 난 양심도 없는 나 맨날 이래 난 매번 난 every time baby i want stay love 잊지 못해 너와 함께한 every time every time baby i need you i still I don't need you 이젠 니가 아냐 솔직한 네 맘을 말해줘 거짓말은 하지 말아 줘 네가 말한 사랑이란 게 이런 거면 나는 안 할래 I don't need you 이젠 싫어 난 이제 혼자인 게 더 편해 I told you but 너는 무시했어 돌아가기엔 너무 늦었어 우리의 결관 항상 똑같아 상상만 해도 이젠 맨날 그래 넌 매번 넌 every time baby i don't need love 잊고싶어 너와 함께한 every time every time baby i don't need love 같이 걸었던 길도 Conversations we had together 난 벌써 다 잊었어 This story old story 맨날 이래 난 매번 난 every time baby i want stay love 잊지 못해 너와 함께한 every time every time baby i need you i still I don't need you 이젠 니가 아냐 솔직한 네 맘을 말해줘 거짓말은 하지 말아 줘 
",
23,  Come Closer  Feat  I AM LUU           , younF  ,R amp B Soul,"It’s never been this way I’m caught up in the moment Just like we’re playing hide and seek Already feel it burning under my skin Know what my heart is trying to say You make me feel like I’m complete What should I do Don’t know what has gotten into me Why don’t you just come a little closer Just wanna be with you So come closer Come closer Come closer Come closer So come closer Come closer Come closer Going far just one step away Oh should I really take a leap of faith Enchanted and through words unspoken I just wanna be clear Every time that I'm with you I think I lose my mind Do you feel the same way I do You make me feel like I’m complete What should I do Don’t know what has gotten into me Why don’t you just come a little closer Just wanna be with you So come closer Come closer Come closer Come closer So come closer Come closer Come closer Come closer 
",
24,  Touch Tells Everything  Feat  Dinosoul           , 나오  Na H   ,R amp B Soul,"장난치려는 거지 오 그치 화를 내야 할까 또 무슨 말을 해야 내 맘을 들여다볼런지 참 많이도 걸었지 너와 나 시간이 날 때면 커피 한 잔을 들고 한강공원에서 춤을 춰 But you never see me what I need And never say me what I see Forever Need you all my near Just the mere touch tells everything But you never see me all I need And never love what I have seen Forever need you all my near Just the mere touch tells everything Thirty six five night We danced under the moonlight See this all things too fine boy Knee socks hold tight We make it over this night See this all things too fine But you never see me what I need And never say me what I see Forever need you all my near Just the mere touch tells everything But you never see me all I need And never love what I have seen Forever need you all my near Just the mere touch tells everything I always think every time we fight and a conversation breaks down how to deal with it When I try to relax your mind Sometimes you say like hurting me But I know that is not your intention Let’s walk and talk baby Walk and talk with me Under the sunset 말없이 한강 따라 걸을 때 눈이 마주치면 어색하게 어색하게 웃고 Oh baby 자연스럽게 너의 손이 내 손등 스칠 때 풀린 듯 손을 맞잡아줄 때 Need to say no more But you never see me what I need And never say me what I see Forever need you all my near Just the mere touch tells everything But you never see me all I need And never love what I have seen Forever need you all my near Just the mere touch tells everything Ohh ooh 
",
25,  르누아르          , 은호수   Hosu   ,R amp B Soul,"니가 없었다면 이 세상은 잔인하기만 했을 거야 달과 노을과 풀잎 바라볼 이유 없어 지나쳤을 거야 너 때문에 이 세상을 좋아해 지금 내 눈앞에 없을 때도 세상에 니가 있다는 것으로 색채로와 니가 있었기에 지나올 수 있었던 어떤 순간들 눈물 맺힌 것들 조차도 아름답게 느껴졌던 거야 너 때문에 이 세상을 좋아해 지금 내 눈앞에 없을 때도 세상에 니가 있다는 것으로 색채로와 
",
26,  Show Window  Feat  HEMO   Prod  IVY GROUND           , Whalethemigaloo  ,R amp B Soul,"우린 어쩌면 죽은 감정을 이어 나가려고 하다 썩어 버린 걸지도 몰라 둘은 행복해 보여 가까이 와본 적 없는 사람들에게는 정말 좋은 연인 같나봐 그게 아니란걸 아는데 우린 아무것도 없는데 괜찮은척 다 괜찮은척 하고있어 show window show window 비극이라도 우리 둘만 알면 돼 show window show window 이 연기가 끝나면 다들 박수 쳐줄 거야 clap 박수칠때 떠나라는 말 그게 이해되기 시작된 순간 부터 였나봐 난 연기처럼 자릴 헤매 우리 앞에 놓인 유리장이 감옥이라도 된것만 같아 내쉬었던 한숨 덕에 생긴 서리에 우린 무슨 그림을 그려야할까 사랑은 인생과 꼭 닮은것 같아 멀리보면 희극이지만 가까이서 보면 비극이잖아 show window show window 비극이라도 우리 둘만 알면 돼 show window show window 이 연기가 끝나면 다들 박수 쳐줄 거야 
",
27,  숨          , Noche  노체   ,R amp B Soul,"너의 숨 바람결에 휘날린 네 머릿결 너의 호흡과 목소리를 듣다 잠에 드는게 좋아 자연스럽잖아 우리 숨소리가 조화를 이루잖아 이번이 마지막 기회는 없어 네가 돌아설때부터 다 끝났어 왜 그랬지 이제야 후회가 되니 생각도 못한 곳에서 너무 무례했지 난 지금 깨달았어 너의 그리움하고 그때를 알게 될때 헤매이던 너를 보냈고 Move 너의 숨 바람결에 휘날린 네 머릿결 너의 호흡과 목소리를 듣다 잠에 드는게 좋아 자연스럽잖아 우리 숨소리가 조화를 이루잖아 이번이 마지막 That last days 기억해 너 울때 핸드폰에서 손떼 라며 또 숨기고 막아 너 잘때 열린 화면에 보이던 그 많은 man 파브르인줄 알았어 뭔놈의 수집을 그리많이해 미안하다며 안아줘 또 그거 하나에 어리석고 순진했던 스물셋넷다섯 또 넘어가 그 눈망울에 지금에서야 보면 진짜 좋아했네 너의 숨 바람결에 휘날린 네 머릿결 너의 호흡과 목소리를 듣다 잠에 드는게 좋아 자연스럽잖아 우리 숨소리가 조화를 이루잖아 이번이 마지막 
",
28,  DEEP BLUE  Feat  하프타운  Half Town            , J GOD  ,R amp B Soul,"눈물로 얼룩져버린 너와의 기억속을 난 오늘도 헤엄치고 있어 Your deep is getting blue 그렇게 낯설다는 눈빛으로 날 바라보지마 더이상 지나버린 시간속에 널 떠올릴수 없어 수면위로 올라가고 싶어 너의 바다를 벗어나고 싶어 하지만 그럴수록 난 더 깊이 빠져 들어가 더 점 점 숨 쉴 수가 없어 너의 이름을 외쳐 보려 해도 숨막히게 밀려오는 끝없는 너의 잔상들 숨 쉴 수가 없어 너의 이름을 외쳐 보려 해도 숨막히게 밀려오는 Your deep is getting blue blue 깊일 알수 없는 너의 마음이 Your deep is getting blue blue 너의 색으로 물든 난 blue blue blue Getting deeper and deeper geeting deeper and deeper getting deeper and deeper getting deeper and deeper 거친파도처럼 내게 밀려오는 너의 잔인한 말들 내 온몸을 다 젖게하는 너의 차가운 말들 차갑게 식어버린 너의 눈빛 그 초점이 향하는 곳은 아마 내가 아닌걸 난 그저 후회뿐인걸 수면위로 올라가고 싶어 너의 바다를 벗어나고 싶어 하지만 그럴수록 난 더 깊이 빠져 들어가 더 점 점 숨 쉴 수가 없어 너의 이름을 외쳐 보려 해도 숨막히게 밀려오는 끝없는 너의 잔상들 숨 쉴 수가 없어 너의 이름을 외쳐 보려 해도 숨막히게 밀려오는 Your deep is getting blue blue 깊일 알수 없는 너의 마음이 Your deep is getting blue blue 너의 색으로 물든 난 blue blue blue Getting deeper and deeper geeting deeper and deeper getting deeper and deeper getting deeper and deeper 
",
29,  창문  Song by 새벽  SIM            , SOUND PALETTE  ,R amp B Soul,"작은 방 안 우리 둘이 같이 눕기엔 좁았던 침대만 덩그러니 놓여 불편한 잠을 이어가 별 다를 일 없이 작은 창문 틈으로 비추는 햇빛 난 어색하게 받아들이기도 해 이대로 멈춰 사진처럼 남아주길 우리 아름다운 지금으로 창문 너머 보인 사람들이 가끔 초라하게 만들어도 우린 좁은 침대 위에 누워 가지고 있는 걸 전부 나눠 때론 이 모든 것도 믿질 못해서 너를 목 조른 것도 난 기억 나 창문 유리에 내 표정이 비춰 알았던 그 밤 넌 어떤 말을 삼키고 있는지 모르고 그대로 지나가는게 두려워 말하던 내 모든 말이 방안에 이젠 가득해서 창문 너머 보인 사람들이 가끔 초라하게 만들어도 우린 좁은 침대 위에 누워 가지고 있는 걸 전부 나눠 창문 너머 보인 사람들이 가끔 초라하게 만들어도 우린 좁은 침대 위에 누워 가지고 있는 걸 전부 나눠 
",
30,  Don t  Feat  Nomad           , TACK  ,R amp B Soul,"I feel your body on me No i don’t like you bae but Body on me I can feel your heartbeat only You and me 이 방에 만들어줄게 다른 생각 못하게 You know 알면서 묻지마 한 두번도 아냐 오늘로 만족해 내일은 난 바쁘니까 그만 하고 준비해 이미 다 본 사이래도 서로 잘 안대도 위에서 흘러내려 I can make you feel better 저번 보다도 더 Don’t think that you know me 착각하지마 I don’t think about you 몸만 원한다는걸 이젠 잘 알잖아 난 네 남자가 아냐 Don’t think that you love me 연락하지마 I don’t think bout you 맘은 안줄거란걸 이젠 잘 알잖아 난 네 생각안나 picture me rollin on your body bae 이날만 기다렸단말이 네 귀엔 흔하디 흔하게 들릴순 있지만 진심 알아줬으면해 아침에 눈부시지않게 blind play 해 이젠 나만볼게 손길을 느껴봐 부드럽게 다른것도 느껴봐 이렇게 끝까지 가는널 보고싶어 오늘 목까지 차오는걸 듣고싶어 오늘 말해 내가 최고라고 네 많은 경험중에서 말해 더 세게 원한다고 내일 걸으면 다행이지뭐 take it back 널 만나기전에 날 좀 이상해져 널 만난후에 난 머리엔 온통 가득한 실루엣 상상만 해도 Don’t think that you know me 착각하지마 I don’t think about you 몸만 원한다는걸 이젠 잘 알잖아 난 네 남자가 아냐 Don’t think that you love me 연락하지마 I don’t think bout you 맘은 안줄거란걸 이젠 잘 알잖아 난 네 생각안나 
",
31,  Lost In A Fantasy  Feat  정진우           , COCOONTHEROCK  ,R amp B Soul,"잃어버린 기억처럼 다시 나는 돌아갈 수 있나 완벽히 갇혀있나 꺼져버린 불씨처럼 추억을 회상할 수 있나 완벽히 꺼져가나 Ohh Lost In A Fantasy I Lost In A Fantasy I Lost In A Fantasy I Lost In A Fantasy Oh I Lost Myself I Should Believe Myself Don’t Take My Heart It Will Be Broke Again You Should Know That I Will Be Regret About My Fault Don’t Be Afraid That I Know Than You Knows What Ever You Done 흐릿해져 가는 나의 환상 속에 장소에 남아있는 그대에 모습 사라지는데 되돌리고 싶어 어릴 적 나의 추억처럼 남아주길 바래 어디 가지 말고 붙잡을 수 있다면 난 전부를 걸래 다시 돌아갈 수 있다면 난 나의 어릴 때로 기억나지 않아 이런 내 마음들이 전부 흐릿해져가 사라지지 말아 줬으면 해 잃어버린 기억처럼 다시 나는 돌아갈 수 있나 완벽히 갇혀있나 꺼져버린 불씨처럼 추억을 회상할 수 있나 완벽히 꺼져가나 Ohh Lost In A Fantasy I Lost In A Fantasy I Lost In A Fantasy I Lost In A Fantasy 너를 잃어버린 세상 속에 갇혀있어 저물어가는 너의 그림자를 따라서 끊어버린 시간들 Girl You Got Me Hypnotized We’ve Been Rounding A Circle Lane Oh I Lost In A Fantasy 흔적을 잃어버린 우리를 지워버린 Oh I Lost In A Fantasy 또다시 놓쳐버린 순간을 되돌릴 수 있나 Baby It's Gonna Be Alright Maybe I Wanna Feel Alive Tell Me It's Gonna Be Alright Baby It's Gonna Be Alright Ohh Lost In A Fantasy I Lost In A Fantasy I Lost In A Fantasy I Lost In A Fantasy 잃어버린 기억처럼 다시 나는 돌아갈 수 있나 완벽히 갇혀있나 꺼져버린 불씨처럼 추억을 회상할 수 있나 완벽히 꺼져가나 Ohh Lost In A Fantasy I Lost In A Fantasy Ohh Lost In A Fantasy I Lost In A Fantasy 
",
32,  George          , 일레인  ,R amp B Soul,"I'm so sick of being down and watching you get arrested I'm disgusted by you now with your rose quartz and overalls But you leave a bit of blood in every room Purple roses underneath your shoes When I see the petals by the pool I know that you've been Here ayy ayy Here ayy ayy Here ayy I know that you've been Here ayy ayy Here ayy ayy Here ayy I know that you've been The walls are powder-blue powder-blue This place still stinks of you I swear When I hear MF Doom It feels like you must be around somewhere You leave a bit of blood in every room Purple roses underneath your shoes When I see the petals by the pool I know that you've been Here ayy ayy Here ayy ayy Here ayy I know that you've been Here ayy ayy Here ayy ayy Here ayy I know that you've been Here ayy ayy Here ayy ayy Here ayy I know that you've been Here ayy ayy Here ayy ayy Here ayy I know that you've been 
",
